,código,distrito,partido,votos,% votos,mandatos
0,130000,Porto,B.E.,92929.0,1.51,3.0
1,130000,Porto,CDS-PP,93831.0,1.06,3.0
2,130000,Porto,MEP,3611.0,,0.0
3,130000,Porto,MMS,2231.0,,0.0
4,130000,Porto,MPT,0.0,,0.0
5,130000,Porto,MPT-P.H.,1762.0,,0.0
6,130000,Porto,PCP-PEV,57584.0,,2.0
7,130000,Porto,PCTP/MRPP,7028.0,,0.0
8,130000,Porto,PND,1808.0,,0.0
9,130000,Porto,P.N.R.,1362.0,,0.0
10,130000,Porto,POUS,1358.0,,0.0
11,130000,Porto,PPD/PSD,294186.0,,10.0
12,130000,Porto,PPM,1601.0,,0.0
13,130000,Porto,PPV,2168.0,,0.0
14,130000,Porto,PS,422053.0,,14.0
15,130000,Porto,PTP,0.0,,0.0
16,170000,Vila Real,B.E.,6958.0,1.26,0.0
17,170000,Vila Real,CDS-PP,12761.0,1.39,0.0
18,170000,Vila Real,MEP,371.0,,0.0
19,170000,Vila Real,MMS,277.0,,0.0
20,170000,Vila Real,MPT,0.0,,0.0
21,170000,Vila Real,MPT-P.H.,261.0,,0.0
22,170000,Vila Real,PCP-PEV,3621.0,,0.0
23,170000,Vila Real,PCTP/MRPP,774.0,,0.0
24,170000,Vila Real,PND,0.0,,0.0
25,170000,Vila Real,P.N.R.,0.0,,0.0
26,170000,Vila Real,POUS,0.0,,0.0
27,170000,Vila Real,PPD/PSD,52006.0,,3.0
28,170000,Vila Real,PPM,333.0,,0.0
29,170000,Vila Real,PPV,204.0,,0.0
30,170000,Vila Real,PS,45606.0,,2.0
31,170000,Vila Real,PTP,0.0,,0.0
32,110000,Lisboa,B.E.,124244.0,1.9,4.0
33,110000,Lisboa,CDS-PP,126088.0,1.36,4.0
34,110000,Lisboa,MEP,8974.0,,0.0
35,110000,Lisboa,MMS,4468.0,,0.0
36,110000,Lisboa,MPT,0.0,,0.0
37,110000,Lisboa,MPT-P.H.,2982.0,,0.0
38,110000,Lisboa,PCP-PEV,114119.0,,4.0
39,110000,Lisboa,PCTP/MRPP,10001.0,,0.0
40,110000,Lisboa,PND,4013.0,,0.0
41,110000,Lisboa,P.N.R.,4542.0,,0.0
42,110000,Lisboa,POUS,849.0,,0.0
43,110000,Lisboa,PPD/PSD,288554.0,,11.0
44,110000,Lisboa,PPM,3218.0,,0.0
45,110000,Lisboa,PPV,0.0,,0.0
46,110000,Lisboa,PS,417542.0,,16.0
47,110000,Lisboa,PTP,1726.0,,0.0
48,30000,Braga,B.E.,38898.0,1.38,1.0
49,30000,Braga,CDS-PP,48158.0,0.98,1.0
50,30000,Braga,MEP,1527.0,,0.0
51,30000,Braga,MMS,817.0,,0.0
52,30000,Braga,MPT,0.0,,0.0
53,30000,Braga,MPT-P.H.,1206.0,,0.0
54,30000,Braga,PCP-PEV,23037.0,,0.0
55,30000,Braga,PCTP/MRPP,3793.0,,0.0
56,30000,Braga,PND,3825.0,,0.0
57,30000,Braga,P.N.R.,830.0,,0.0
58,30000,Braga,POUS,382.0,,0.0
59,30000,Braga,PPD/PSD,153448.0,,6.0
60,30000,Braga,PPM,1524.0,,0.0
61,30000,Braga,PPV,808.0,,0.0
62,30000,Braga,PS,207695.0,,8.0
63,30000,Braga,PTP,0.0,,0.0
64,180000,Viseu,B.E.,13971.0,1.59,0.0
65,180000,Viseu,CDS-PP,28867.0,1.75,1.0
66,180000,Viseu,MEP,508.0,,0.0
67,180000,Viseu,MMS,375.0,,0.0
68,180000,Viseu,MPT,0.0,,0.0
69,180000,Viseu,MPT-P.H.,301.0,,0.0
70,180000,Viseu,PCP-PEV,6148.0,,0.0
71,180000,Viseu,PCTP/MRPP,1307.0,,0.0
72,180000,Viseu,PND,509.0,,0.0
73,180000,Viseu,P.N.R.,368.0,,0.0
74,180000,Viseu,POUS,0.0,,0.0
75,180000,Viseu,PPD/PSD,80676.0,,4.0
76,180000,Viseu,PPM,0.0,,0.0
77,180000,Viseu,PPV,351.0,,0.0
78,180000,Viseu,PS,74745.0,,3.0
79,180000,Viseu,PTP,0.0,,0.0
80,50000,Castelo Branco,B.E.,10668.0,1.72,0.0
81,50000,Castelo Branco,CDS-PP,9839.0,1.95,0.0
82,50000,Castelo Branco,MEP,347.0,,0.0
83,50000,Castelo Branco,MMS,502.0,,0.0
84,50000,Castelo Branco,MPT,0.0,,0.0
85,50000,Castelo Branco,MPT-P.H.,353.0,,0.0
86,50000,Castelo Branco,PCP-PEV,5932.0,,0.0
87,50000,Castelo Branco,PCTP/MRPP,1145.0,,0.0
88,50000,Castelo Branco,PND,0.0,,0.0
89,50000,Castelo Branco,P.N.R.,259.0,,0.0
90,50000,Castelo Branco,POUS,0.0,,0.0
91,50000,Castelo Branco,PPD/PSD,34919.0,,2.0
92,50000,Castelo Branco,PPM,395.0,,0.0
93,50000,Castelo Branco,PPV,249.0,,0.0
94,50000,Castelo Branco,PS,48169.0,,2.0
95,50000,Castelo Branco,PTP,400.0,,0.0
96,70000,Évora,B.E.,10167.0,1.53,0.0
97,70000,Évora,CDS-PP,5858.0,1.12,0.0
98,70000,Évora,MEP,369.0,,0.0
99,70000,Évora,MMS,182.0,,0.0
100,70000,Évora,MPT,0.0,,0.0
101,70000,Évora,MPT-P.H.,154.0,,0.0
102,70000,Évora,PCP-PEV,20413.0,,1.0
103,70000,Évora,PCTP/MRPP,1908.0,,0.0
104,70000,Évora,PND,149.0,,0.0
105,70000,Évora,P.N.R.,151.0,,0.0
106,70000,Évora,POUS,0.0,,0.0
107,70000,Évora,PPD/PSD,17361.0,,1.0
108,70000,Évora,PPM,294.0,,0.0
109,70000,Évora,PPV,0.0,,0.0
110,70000,Évora,PS,32016.0,,1.0
111,70000,Évora,PTP,0.0,,0.0
112,60000,Coimbra,B.E.,25508.0,2.26,1.0
113,60000,Coimbra,CDS-PP,20711.0,1.31,0.0
114,60000,Coimbra,MEP,1071.0,,0.0
115,60000,Coimbra,MMS,455.0,,0.0
116,60000,Coimbra,MPT,0.0,,0.0
117,60000,Coimbra,MPT-P.H.,447.0,,0.0
118,60000,Coimbra,PCP-PEV,13640.0,,0.0
119,60000,Coimbra,PCTP/MRPP,2496.0,,0.0
120,60000,Coimbra,PND,0.0,,0.0
121,60000,Coimbra,P.N.R.,445.0,,0.0
122,60000,Coimbra,POUS,234.0,,0.0
123,60000,Coimbra,PPD/PSD,72418.0,,3.0
