,código,distrito,partido,votos,% votos,mandatos
0,130000,Porto,ADN,10702.0,1.11,0.0
1,130000,Porto,B.E.,106954.0,11.14,4.0
2,130000,Porto,CDS-PP,0.0,0.0,0.0
3,130000,Porto,CH,0.0,0.0,0.0
4,130000,Porto,JPP,1239.0,0.13,0.0
5,130000,Porto,L,5014.0,0.52,0.0
6,130000,Porto,MPT,3449.0,0.36,0.0
7,130000,Porto,MRPP,10290.0,1.07,0.0
8,130000,Porto,NC,2773.0,0.29,0.0
9,130000,Porto,PAN,15295.0,1.59,0.0
10,130000,Porto,PCP-PEV,65560.0,6.83,2.0
11,130000,Porto,PNR,4750.0,0.49,0.0
12,130000,Porto,PPD/PSD,380043.0,39.59,14.0
13,130000,Porto,PPM,2392.0,0.25,0.0
14,130000,Porto,PS,314084.0,32.72,12.0
15,130000,Porto,PTP,2788.0,0.29,0.0
16,130000,Porto,PURP,1611.0,0.17,0.0
17,150000,Setúbal,ADN,4124.0,0.97,0.0
18,150000,Setúbal,B.E.,55276.0,13.05,2.0
19,150000,Setúbal,CDS-PP,0.0,0.0,0.0
20,150000,Setúbal,CH,0.0,0.0,0.0
21,150000,Setúbal,JPP,561.0,0.13,0.0
22,150000,Setúbal,L,4277.0,1.01,0.0
23,150000,Setúbal,MPT,1584.0,0.37,0.0
24,150000,Setúbal,MRPP,6721.0,1.59,0.0
25,150000,Setúbal,NC,1572.0,0.37,0.0
26,150000,Setúbal,PAN,8167.0,1.93,0.0
27,150000,Setúbal,PCP-PEV,79606.0,18.8,3.0
28,150000,Setúbal,PNR,2676.0,0.63,0.0
29,150000,Setúbal,PPD/PSD,95659.0,22.59,4.0
30,150000,Setúbal,PPM,1024.0,0.24,0.0
31,150000,Setúbal,PS,145302.0,34.31,6.0
32,150000,Setúbal,PTP,1807.0,0.43,0.0
33,150000,Setúbal,PURP,1700.0,0.4,0.0
34,110000,Lisboa,ADN,10249.0,0.89,0.0
35,110000,Lisboa,B.E.,125438.0,10.89,5.0
36,110000,Lisboa,CDS-PP,0.0,0.0,0.0
37,110000,Lisboa,CH,0.0,0.0,0.0
38,110000,Lisboa,JPP,1553.0,0.13,0.0
39,110000,Lisboa,L,14683.0,1.27,0.0
40,110000,Lisboa,MPT,5078.0,0.44,0.0
41,110000,Lisboa,MRPP,11083.0,0.96,0.0
42,110000,Lisboa,NC,3737.0,0.32,0.0
43,110000,Lisboa,PAN,22628.0,1.96,0.0
44,110000,Lisboa,PCP-PEV,113406.0,9.84,4.0
45,110000,Lisboa,PNR,7188.0,0.62,0.0
