,código,distrito,partido,votos,% votos,mandatos
0,180000,Viseu,B.E.,5786.0,2.85,0.0
1,180000,Viseu,CDS-PP,25090.0,12.37,1.0
2,180000,Viseu,MEP,620.0,0.31,0.0
3,180000,Viseu,MPT,694.0,0.34,0.0
4,180000,Viseu,PAN,1227.0,0.61,0.0
5,180000,Viseu,PCP-PEV,5816.0,2.87,0.0
6,180000,Viseu,PCTP/MRPP,1459.0,0.72,0.0
7,180000,Viseu,PDA,294.0,0.15,0.0
8,180000,Viseu,P.H.,0.0,0.0,0.0
9,180000,Viseu,PND,0.0,0.0,0.0
10,180000,Viseu,PNR,267.0,0.13,0.0
11,180000,Viseu,POUS,0.0,0.0,0.0
12,180000,Viseu,PPD/PSD,98098.0,48.38,4.0
13,180000,Viseu,PPM,626.0,0.31,0.0
14,180000,Viseu,PPV,0.0,0.0,0.0
15,180000,Viseu,PS,54107.0,26.69,2.0
16,180000,Viseu,PTP,467.0,0.23,0.0
17,150000,Setúbal,B.E.,29620.0,7.03,1.0
18,150000,Setúbal,CDS-PP,50660.0,12.02,2.0
19,150000,Setúbal,MEP,1779.0,0.42,0.0
20,150000,Setúbal,MPT,1649.0,0.39,0.0
21,150000,Setúbal,PAN,6197.0,1.47,0.0
22,150000,Setúbal,PCP-PEV,82816.0,19.65,3.0
23,150000,Setúbal,PCTP/MRPP,6109.0,1.45,0.0
24,150000,Setúbal,PDA,0.0,0.0,0.0
25,150000,Setúbal,P.H.,0.0,0.0,0.0
26,150000,Setúbal,PND,646.0,0.15,0.0
27,150000,Setúbal,PNR,1581.0,0.38,0.0
28,150000,Setúbal,POUS,304.0,0.07,0.0
29,150000,Setúbal,PPD/PSD,105965.0,25.15,4.0
30,150000,Setúbal,PPM,833.0,0.2,0.0
31,150000,Setúbal,PPV,1184.0,0.28,0.0
32,150000,Setúbal,PS,114358.0,27.14,5.0
33,150000,Setúbal,PTP,1126.0,0.27,0.0
34,130000,Porto,B.E.,50985.0,5.13,1.0
35,130000,Porto,CDS-PP,99338.0,10.0,3.0
36,130000,Porto,MEP,2959.0,0.3,0.0
37,130000,Porto,MPT,2414.0,0.24,0.0
38,130000,Porto,PAN,9063.0,0.91,0.0
39,130000,Porto,PCP-PEV,61819.0,6.23,2.0
40,130000,Porto,PCTP/MRPP,9617.0,0.97,0.0
41,130000,Porto,PDA,2217.0,0.22,0.0
42,130000,Porto,P.H.,1198.0,0.12,0.0
43,130000,Porto,PND,1548.0,0.16,0.0
44,130000,Porto,PNR,1552.0,0.16,0.0
45,130000,Porto,POUS,539.0,0.05,0.0
46,130000,Porto,PPD/PSD,388650.0,39.14,15.0
47,130000,Porto,PPM,1524.0,0.15,0.0
48,130000,Porto,PPV,1096.0,0.11,0.0
49,130000,Porto,PS,318100.0,32.03,12.0
50,130000,Porto,PTP,3375.0,0.34,0.0
51,50000,Castelo Branco,B.E.,4614.0,4.19,0.0
52,50000,Castelo Branco,CDS-PP,10535.0,9.57,0.0
53,50000,Castelo Branco,MEP,354.0,0.32,0.0
54,50000,Castelo Branco,MPT,402.0,0.37,0.0
55,50000,Castelo Branco,PAN,765.0,0.69,0.0
56,50000,Castelo Branco,PCP-PEV,5386.0,4.89,0.0
57,50000,Castelo Branco,PCTP/MRPP,1453.0,1.32,0.0
58,50000,Castelo Branco,PDA,0.0,0.0,0.0
59,50000,Castelo Branco,P.H.,0.0,0.0,0.0
60,50000,Castelo Branco,PND,0.0,0.0,0.0
61,50000,Castelo Branco,PNR,428.0,0.39,0.0
62,50000,Castelo Branco,POUS,0.0,0.0,0.0
63,50000,Castelo Branco,PPD/PSD,41799.0,37.96,2.0
64,50000,Castelo Branco,PPM,425.0,0.39,0.0
65,50000,Castelo Branco,PPV,215.0,0.2,0.0
66,50000,Castelo Branco,PS,38316.0,34.8,2.0
67,50000,Castelo Branco,PTP,544.0,0.49,0.0
68,110000,Lisboa,B.E.,66868.0,5.72,2.0
69,110000,Lisboa,CDS-PP,161227.0,13.78,6.0
70,110000,Lisboa,MEP,6206.0,0.53,0.0
71,110000,Lisboa,MPT,4134.0,0.35,0.0
72,110000,Lisboa,PAN,16884.0,1.44,0.0
73,110000,Lisboa,PCP-PEV,111737.0,9.55,4.0
74,110000,Lisboa,PCTP/MRPP,14398.0,1.23,0.0
75,110000,Lisboa,PDA,0.0,0.0,0.0
76,110000,Lisboa,P.H.,1761.0,0.15,0.0
77,110000,Lisboa,PND,1952.0,0.17,0.0
78,110000,Lisboa,PNR,6193.0,0.53,0.0
79,110000,Lisboa,POUS,1830.0,0.16,0.0
80,110000,Lisboa,PPD/PSD,398789.0,34.1,15.0
81,110000,Lisboa,PPM,4285.0,0.37,0.0
82,110000,Lisboa,PPV,1997.0,0.17,0.0
83,110000,Lisboa,PS,321952.0,27.53,12.0
84,110000,Lisboa,PTP,2423.0,0.21,0.0
85,30000,Braga,B.E.,20488.0,4.22,0.0
86,30000,Braga,CDS-PP,50456.0,10.39,2.0
87,30000,Braga,MEP,1628.0,0.34,0.0
88,30000,Braga,MPT,1968.0,0.41,0.0
89,30000,Braga,PAN,2706.0,0.56,0.0
90,30000,Braga,PCP-PEV,23759.0,4.89,0.0
91,30000,Braga,PCTP/MRPP,4268.0,0.88,0.0
92,30000,Braga,PDA,593.0,0.12,0.0
93,30000,Braga,P.H.,0.0,0.0,0.0
94,30000,Braga,PND,2338.0,0.48,0.0
95,30000,Braga,PNR,1092.0,0.22,0.0
96,30000,Braga,POUS,692.0,0.14,0.0
97,30000,Braga,PPD/PSD,194545.0,40.07,8.0
98,30000,Braga,PPM,1105.0,0.23,0.0
99,30000,Braga,PPV,785.0,0.16,0.0
100,30000,Braga,PS,159477.0,32.85,6.0
101,30000,Braga,PTP,1465.0,0.3,0.0
102,70000,Évora,B.E.,4230.0,4.91,0.0
103,70000,Évora,CDS-PP,7513.0,8.73,0.0
104,70000,Évora,MEP,261.0,0.3,0.0
105,70000,Évora,MPT,242.0,0.28,0.0
106,70000,Évora,PAN,646.0,0.75,0.0
107,70000,Évora,PCP-PEV,18990.0,22.06,1.0
108,70000,Évora,PCTP/MRPP,1804.0,2.1,0.0
109,70000,Évora,PDA,0.0,0.0,0.0
110,70000,Évora,P.H.,90.0,0.1,0.0
111,70000,Évora,PND,0.0,0.0,0.0
112,70000,Évora,PNR,173.0,0.2,0.0
113,70000,Évora,POUS,0.0,0.0,0.0
114,70000,Évora,PPD/PSD,23652.0,27.47,1.0
115,70000,Évora,PPM,208.0,0.24,0.0
116,70000,Évora,PPV,154.0,0.18,0.0
117,70000,Évora,PS,25032.0,29.07,1.0
118,70000,Évora,PTP,218.0,0.25,0.0
119,60000,Coimbra,B.E.,13033.0,5.75,0.0
120,60000,Coimbra,CDS-PP,22389.0,9.87,1.0
121,60000,Coimbra,MEP,910.0,0.4,0.0
122,60000,Coimbra,MPT,662.0,0.29,0.0
123,60000,Coimbra,PAN,2531.0,1.12,0.0
124,60000,Coimbra,PCP-PEV,14112.0,6.22,0.0
125,60000,Coimbra,PCTP/MRPP,2014.0,0.89,0.0
126,60000,Coimbra,PDA,0.0,0.0,0.0
127,60000,Coimbra,P.H.,0.0,0.0,0.0
128,60000,Coimbra,PND,519.0,0.23,0.0
129,60000,Coimbra,PNR,591.0,0.26,0.0
130,60000,Coimbra,POUS,0.0,0.0,0.0
131,60000,Coimbra,PPD/PSD,91123.0,40.17,4.0
132,60000,Coimbra,PPM,556.0,0.25,0.0
133,60000,Coimbra,PPV,335.0,0.15,0.0
134,60000,Coimbra,PS,66197.0,29.18,3.0
135,60000,Coimbra,PTP,600.0,0.26,0.0
136,10000,Aveiro,B.E.,19338.0,5.03,0.0
137,10000,Aveiro,CDS-PP,49523.0,12.89,2.0
138,10000,Aveiro,MEP,1319.0,0.34,0.0
139,10000,Aveiro,MPT,1289.0,0.34,0.0
140,10000,Aveiro,PAN,3044.0,0.79,0.0
141,10000,Aveiro,PCP-PEV,15704.0,4.09,0.0
142,10000,Aveiro,PCTP/MRPP,3288.0,0.86,0.0
143,10000,Aveiro,PDA,397.0,0.1,0.0
144,10000,Aveiro,P.H.,0.0,0.0,0.0
145,10000,Aveiro,PND,0.0,0.0,0.0
146,10000,Aveiro,PNR,1373.0,0.36,0.0
147,10000,Aveiro,POUS,0.0,0.0,0.0
148,10000,Aveiro,PPD/PSD,170857.0,44.45,7.0
149,10000,Aveiro,PPM,1044.0,0.27,0.0
150,10000,Aveiro,PPV,719.0,0.19,0.0
151,10000,Aveiro,PS,99646.0,25.93,4.0
152,10000,Aveiro,PTP,1002.0,0.26,0.0
153,140000,Santarém,B.E.,13747.0,5.79,0.0
154,140000,Santarém,CDS-PP,29196.0,12.3,1.0
155,140000,Santarém,MEP,1158.0,0.49,0.0
156,140000,Santarém,MPT,1461.0,0.62,0.0
157,140000,Santarém,PAN,2248.0,0.95,0.0
158,140000,Santarém,PCP-PEV,21416.0,9.02,1.0
159,140000,Santarém,PCTP/MRPP,3393.0,1.43,0.0
160,140000,Santarém,PDA,0.0,0.0,0.0
161,140000,Santarém,P.H.,0.0,0.0,0.0
162,140000,Santarém,PND,580.0,0.24,0.0
163,140000,Santarém,PNR,835.0,0.35,0.0
164,140000,Santarém,POUS,439.0,0.18,0.0
165,140000,Santarém,PPD/PSD,89526.0,37.72,4.0
166,140000,Santarém,PPM,729.0,0.31,0.0
167,140000,Santarém,PPV,0.0,0.0,0.0
168,140000,Santarém,PS,61343.0,25.85,2.0
169,140000,Santarém,PTP,699.0,0.29,0.0
170,300000,Madeira,B.E.,5567.0,4.0,0.0
171,300000,Madeira,CDS-PP,19101.0,13.74,1.0
172,300000,Madeira,MEP,461.0,0.33,0.0
173,300000,Madeira,MPT,2561.0,1.84,0.0
174,300000,Madeira,PAN,2385.0,1.72,0.0
