,circulo_compensacao,desvio_proporcionalidade,votos_perdidos
140,140.0,4.8640282557903145,68387.0
141,141.0,4.8640282557903145,68387.0
142,142.0,4.8640282557903145,68387.0
143,143.0,4.8640282557903145,68387.0
144,144.0,4.8640282557903145,68387.0
145,145.0,4.8640282557903145,68387.0
146,146.0,4.8640282557903145,68387.0
147,147.0,4.8640282557903145,68387.0
148,148.0,4.8640282557903145,68387.0
149,149.0,4.8640282557903145,68387.0
150,150.0,4.8640282557903145,68387.0
151,151.0,4.8640282557903145,68387.0
152,152.0,4.8640282557903145,68387.0
153,153.0,4.8640282557903145,68387.0
154,154.0,4.8640282557903145,68387.0
155,155.0,4.8640282557903145,68387.0
156,156.0,4.8640282557903145,68387.0
157,157.0,4.8640282557903145,68387.0
158,158.0,4.8640282557903145,68387.0
159,159.0,4.8640282557903145,68387.0
