,circulo_compensacao,desvio_proporcionalidade,votos_perdidos
145,145.0,5.21720132222888,74608.0
146,146.0,5.21720132222888,74608.0
147,147.0,5.21720132222888,74608.0
148,148.0,5.21720132222888,74608.0
149,149.0,5.21720132222888,74608.0
150,150.0,5.21720132222888,74608.0
151,151.0,5.21720132222888,74608.0
152,152.0,5.21720132222888,74608.0
153,153.0,5.21720132222888,74608.0
154,154.0,5.21720132222888,74608.0
155,155.0,5.21720132222888,74608.0
156,156.0,5.21720132222888,74608.0
157,157.0,5.21720132222888,74608.0
158,158.0,5.21720132222888,74608.0
159,159.0,5.21720132222888,74608.0
160,160.0,5.21720132222888,74608.0
161,161.0,5.21720132222888,74608.0
162,162.0,5.21720132222888,74608.0
163,163.0,5.21720132222888,74608.0
164,164.0,5.21720132222888,74608.0
165,165.0,5.21720132222888,74608.0
