código,distrito,partido,votos,% votos,mandatos
10000,Aveiro,B.E.,19338.0,5.03,1.0
10000,Aveiro,CDS-PP,49523.0,12.89,2.0
10000,Aveiro,CH,719.0,0.19,0.0
10000,Aveiro,MEP,1319.0,0.34,0.0
10000,Aveiro,MPT,1289.0,0.34,0.0
10000,Aveiro,MRPP,3288.0,0.86,0.0
10000,Aveiro,P.H.,0.0,0.0,0.0
10000,Aveiro,PAN,3044.0,0.79,0.0
10000,Aveiro,PCP-PEV,15704.0,4.09,0.0
10000,Aveiro,PDA,397.0,0.1,0.0
10000,Aveiro,PND,0.0,0.0,0.0
10000,Aveiro,PNR,1373.0,0.36,0.0
10000,Aveiro,POUS,0.0,0.0,0.0
10000,Aveiro,PPD/PSD,170857.0,44.45,8.0
10000,Aveiro,PPM,1044.0,0.27,0.0
10000,Aveiro,PS,99646.0,25.93,5.0
10000,Aveiro,PTP,1002.0,0.26,0.0
10000,Aveiro,brancos,11046.0,2.87,0.0
10000,Aveiro,nulos,4757.0,1.24,0.0
20000,Beja,B.E.,3890.0,5.19,0.0
20000,Beja,CDS-PP,5462.0,7.29,0.0
20000,Beja,CH,0.0,0.0,0.0
20000,Beja,MEP,189.0,0.25,0.0
20000,Beja,MPT,258.0,0.34,0.0
20000,Beja,MRPP,1980.0,2.64,0.0
20000,Beja,P.H.,90.0,0.12,0.0
20000,Beja,PAN,533.0,0.71,0.0
20000,Beja,PCP-PEV,19011.0,25.39,1.0
20000,Beja,PDA,0.0,0.0,0.0
20000,Beja,PND,0.0,0.0,0.0
20000,Beja,PNR,304.0,0.41,0.0
20000,Beja,POUS,0.0,0.0,0.0
20000,Beja,PPD/PSD,17711.0,23.65,1.0
20000,Beja,PPM,231.0,0.31,0.0
20000,Beja,PS,22308.0,29.79,1.0
20000,Beja,PTP,201.0,0.27,0.0
20000,Beja,brancos,1697.0,2.27,0.0
20000,Beja,nulos,1017.0,1.36,0.0
30000,Braga,B.E.,20488.0,4.22,0.0
30000,Braga,CDS-PP,50456.0,10.39,2.0
30000,Braga,CH,785.0,0.16,0.0
30000,Braga,MEP,1628.0,0.34,0.0
30000,Braga,MPT,1968.0,0.41,0.0
30000,Braga,MRPP,4268.0,0.88,0.0
30000,Braga,P.H.,0.0,0.0,0.0
30000,Braga,PAN,2706.0,0.56,0.0
30000,Braga,PCP-PEV,23759.0,4.89,1.0
30000,Braga,PDA,593.0,0.12,0.0
30000,Braga,PND,2338.0,0.48,0.0
30000,Braga,PNR,1092.0,0.22,0.0
30000,Braga,POUS,692.0,0.14,0.0
30000,Braga,PPD/PSD,194545.0,40.07,9.0
30000,Braga,PPM,1105.0,0.23,0.0
30000,Braga,PS,159477.0,32.85,7.0
30000,Braga,PTP,1465.0,0.3,0.0
30000,Braga,brancos,12825.0,2.64,0.0
30000,Braga,nulos,5270.0,1.09,0.0
40000,Bragança,B.E.,1738.0,2.3,0.0
40000,Bragança,CDS-PP,8380.0,11.08,0.0
40000,Bragança,CH,0.0,0.0,0.0
40000,Bragança,MEP,226.0,0.3,0.0
40000,Bragança,MPT,279.0,0.37,0.0
40000,Bragança,MRPP,416.0,0.55,0.0
40000,Bragança,P.H.,309.0,0.41,0.0
40000,Bragança,PAN,0.0,0.0,0.0
40000,Bragança,PCP-PEV,1962.0,2.59,0.0
40000,Bragança,PDA,143.0,0.19,0.0
40000,Bragança,PND,0.0,0.0,0.0
40000,Bragança,PNR,162.0,0.21,0.0
40000,Bragança,POUS,0.0,0.0,0.0
40000,Bragança,PPD/PSD,39321.0,51.99,2.0
40000,Bragança,PPM,246.0,0.33,0.0
40000,Bragança,PS,19736.0,26.1,1.0
40000,Bragança,PTP,175.0,0.23,0.0
40000,Bragança,brancos,1428.0,1.89,0.0
40000,Bragança,nulos,1107.0,1.46,0.0
50000,Castelo Branco,B.E.,4614.0,4.19,0.0
50000,Castelo Branco,CDS-PP,10535.0,9.57,0.0
50000,Castelo Branco,CH,215.0,0.2,0.0
50000,Castelo Branco,MEP,354.0,0.32,0.0
50000,Castelo Branco,MPT,402.0,0.37,0.0
50000,Castelo Branco,MRPP,1453.0,1.32,0.0
50000,Castelo Branco,P.H.,0.0,0.0,0.0
50000,Castelo Branco,PAN,765.0,0.69,0.0
50000,Castelo Branco,PCP-PEV,5386.0,4.89,0.0
50000,Castelo Branco,PDA,0.0,0.0,0.0
50000,Castelo Branco,PND,0.0,0.0,0.0
50000,Castelo Branco,PNR,428.0,0.39,0.0
50000,Castelo Branco,POUS,0.0,0.0,0.0
50000,Castelo Branco,PPD/PSD,41799.0,37.96,2.0
50000,Castelo Branco,PPM,425.0,0.39,0.0
50000,Castelo Branco,PS,38316.0,34.8,2.0
50000,Castelo Branco,PTP,544.0,0.49,0.0
50000,Castelo Branco,brancos,2948.0,2.68,0.0
50000,Castelo Branco,nulos,1934.0,1.76,0.0
60000,Coimbra,B.E.,13033.0,5.75,0.0
60000,Coimbra,CDS-PP,22389.0,9.87,1.0
60000,Coimbra,CH,335.0,0.15,0.0
