código,distrito,partido,votos,% votos,mandatos
10000,Aveiro,A,2178.0,0.62,0.0
10000,Aveiro,B.E.,35068.0,9.96,2.0
10000,Aveiro,CDS-PP,20045.0,5.69,1.0
10000,Aveiro,CH,2600.0,0.74,0.0
10000,Aveiro,IL,3582.0,1.02,0.0
10000,Aveiro,JPP,264.0,0.07,0.0
10000,Aveiro,L,2409.0,0.68,0.0
10000,Aveiro,MAS,0.0,0.0,0.0
10000,Aveiro,MPT,707.0,0.2,0.0
10000,Aveiro,MRPP,1892.0,0.54,0.0
10000,Aveiro,NC,623.0,0.18,0.0
10000,Aveiro,PAN,10424.0,2.96,0.0
10000,Aveiro,PCP-PEV,10738.0,3.05,0.0
10000,Aveiro,PDR,561.0,0.16,0.0
10000,Aveiro,PNR,694.0,0.2,0.0
10000,Aveiro,PPD/PSD,118141.0,33.55,6.0
10000,Aveiro,PPM,387.0,0.11,0.0
10000,Aveiro,PS,120839.0,34.31,7.0
10000,Aveiro,PTP,559.0,0.16,0.0
10000,Aveiro,PURP,701.0,0.2,0.0
10000,Aveiro,R.I.R.,2750.0,0.78,0.0
10000,Aveiro,brancos,10642.0,3.02,0.0
10000,Aveiro,nulos,6375.0,1.81,0.0
20000,Beja,A,252.0,0.39,0.0
20000,Beja,B.E.,5833.0,9.08,0.0
20000,Beja,CDS-PP,1480.0,2.3,0.0
20000,Beja,CH,1313.0,2.04,0.0
20000,Beja,IL,279.0,0.43,0.0
20000,Beja,JPP,0.0,0.0,0.0
20000,Beja,L,397.0,0.62,0.0
20000,Beja,MAS,0.0,0.0,0.0
20000,Beja,MPT,169.0,0.26,0.0
20000,Beja,MRPP,865.0,1.35,0.0
20000,Beja,NC,118.0,0.18,0.0
20000,Beja,PAN,1269.0,1.97,0.0
20000,Beja,PCP-PEV,14655.0,22.8,1.0
20000,Beja,PDR,101.0,0.16,0.0
20000,Beja,PNR,200.0,0.31,0.0
20000,Beja,PPD/PSD,8544.0,13.29,0.0
20000,Beja,PPM,95.0,0.15,0.0
20000,Beja,PS,26161.0,40.71,2.0
20000,Beja,PTP,73.0,0.11,0.0
20000,Beja,PURP,0.0,0.0,0.0
20000,Beja,R.I.R.,0.0,0.0,0.0
20000,Beja,brancos,1371.0,2.13,0.0
20000,Beja,nulos,1094.0,1.7,0.0
30000,Braga,A,2182.0,0.47,0.0
30000,Braga,B.E.,41331.0,8.88,2.0
30000,Braga,CDS-PP,19127.0,4.11,1.0
30000,Braga,CH,3177.0,0.68,0.0
30000,Braga,IL,3804.0,0.82,0.0
30000,Braga,JPP,411.0,0.09,0.0
30000,Braga,L,3179.0,0.68,0.0
30000,Braga,MAS,544.0,0.12,0.0
30000,Braga,MPT,1000.0,0.21,0.0
30000,Braga,MRPP,2318.0,0.5,0.0
30000,Braga,NC,1017.0,0.22,0.0
30000,Braga,PAN,11934.0,2.56,0.0
30000,Braga,PCP-PEV,18443.0,3.96,0.0
30000,Braga,PDR,620.0,0.13,0.0
30000,Braga,PNR,862.0,0.19,0.0
30000,Braga,PPD/PSD,158652.0,34.08,8.0
30000,Braga,PPM,428.0,0.09,0.0
30000,Braga,PS,169468.0,36.4,8.0
30000,Braga,PTP,522.0,0.11,0.0
30000,Braga,PURP,549.0,0.12,0.0
30000,Braga,R.I.R.,3469.0,0.75,0.0
30000,Braga,brancos,14504.0,3.12,0.0
30000,Braga,nulos,8029.0,1.72,0.0
40000,Bragança,A,309.0,0.49,0.0
40000,Bragança,B.E.,3833.0,6.03,0.0
40000,Bragança,CDS-PP,2831.0,4.46,0.0
40000,Bragança,CH,533.0,0.84,0.0
40000,Bragança,IL,271.0,0.43,0.0
40000,Bragança,JPP,0.0,0.0,0.0
40000,Bragança,L,270.0,0.42,0.0
40000,Bragança,MAS,0.0,0.0,0.0
40000,Bragança,MPT,0.0,0.0,0.0
40000,Bragança,MRPP,313.0,0.49,0.0
40000,Bragança,NC,137.0,0.22,0.0
40000,Bragança,PAN,831.0,1.31,0.0
40000,Bragança,PCP-PEV,1347.0,2.12,0.0
40000,Bragança,PDR,121.0,0.19,0.0
40000,Bragança,PNR,172.0,0.27,0.0
40000,Bragança,PPD/PSD,25909.0,40.78,2.0
40000,Bragança,PPM,75.0,0.12,0.0
40000,Bragança,PS,23215.0,36.54,1.0
40000,Bragança,PTP,101.0,0.16,0.0
40000,Bragança,PURP,184.0,0.29,0.0
40000,Bragança,R.I.R.,360.0,0.57,0.0
40000,Bragança,brancos,1305.0,2.05,0.0
40000,Bragança,nulos,1417.0,2.23,0.0
50000,Castelo Branco,A,715.0,0.76,0.0
50000,Castelo Branco,B.E.,10352.0,11.05,0.0
50000,Castelo Branco,CDS-PP,3479.0,3.71,0.0
50000,Castelo Branco,CH,1187.0,1.27,0.0
50000,Castelo Branco,IL,543.0,0.58,0.0
50000,Castelo Branco,JPP,0.0,0.0,0.0
50000,Castelo Branco,L,834.0,0.89,0.0
50000,Castelo Branco,MAS,0.0,0.0,0.0
50000,Castelo Branco,MPT,226.0,0.24,0.0
50000,Castelo Branco,MRPP,694.0,0.74,0.0
50000,Castelo Branco,NC,0.0,0.0,0.0
50000,Castelo Branco,PAN,2231.0,2.38,0.0
50000,Castelo Branco,PCP-PEV,4451.0,4.75,0.0
50000,Castelo Branco,PDR,125.0,0.13,0.0
50000,Castelo Branco,PNR,246.0,0.26,0.0
50000,Castelo Branco,PPD/PSD,24674.0,26.33,1.0
50000,Castelo Branco,PPM,183.0,0.2,0.0
50000,Castelo Branco,PS,38302.0,40.88,3.0
50000,Castelo Branco,PTP,157.0,0.17,0.0
50000,Castelo Branco,PURP,273.0,0.29,0.0
50000,Castelo Branco,R.I.R.,541.0,0.58,0.0
50000,Castelo Branco,brancos,2250.0,2.4,0.0
50000,Castelo Branco,nulos,2232.0,2.38,0.0
60000,Coimbra,A,2106.0,1.03,0.0
60000,Coimbra,B.E.,22808.0,11.18,1.0
60000,Coimbra,CDS-PP,7103.0,3.48,0.0
60000,Coimbra,CH,1836.0,0.9,0.0
60000,Coimbra,IL,1676.0,0.82,0.0
60000,Coimbra,JPP,149.0,0.07,0.0
60000,Coimbra,L,1926.0,0.94,0.0
60000,Coimbra,MAS,251.0,0.12,0.0
60000,Coimbra,MPT,417.0,0.2,0.0
60000,Coimbra,MRPP,1031.0,0.51,0.0
60000,Coimbra,NC,441.0,0.22,0.0
60000,Coimbra,PAN,5355.0,2.63,0.0
60000,Coimbra,PCP-PEV,11402.0,5.59,0.0
60000,Coimbra,PDR,453.0,0.22,0.0
60000,Coimbra,PNR,623.0,0.31,0.0
60000,Coimbra,PPD/PSD,54279.0,26.61,3.0
60000,Coimbra,PPM,245.0,0.12,0.0
60000,Coimbra,PS,79590.0,39.02,5.0
60000,Coimbra,PTP,0.0,0.0,0.0
60000,Coimbra,PURP,402.0,0.2,0.0
60000,Coimbra,R.I.R.,1154.0,0.57,0.0
60000,Coimbra,brancos,6889.0,3.38,0.0
60000,Coimbra,nulos,3814.0,1.87,0.0
70000,Évora,A,459.0,0.62,0.0
70000,Évora,B.E.,6624.0,8.95,0.0
70000,Évora,CDS-PP,2535.0,3.42,0.0
70000,Évora,CH,1645.0,2.22,0.0
70000,Évora,IL,490.0,0.66,0.0
70000,Évora,JPP,0.0,0.0,0.0
70000,Évora,L,503.0,0.68,0.0
70000,Évora,MAS,0.0,0.0,0.0
70000,Évora,MPT,143.0,0.19,0.0
70000,Évora,MRPP,922.0,1.25,0.0
70000,Évora,NC,311.0,0.42,0.0
70000,Évora,PAN,1446.0,1.95,0.0
70000,Évora,PCP-PEV,13980.0,18.89,1.0
70000,Évora,PDR,70.0,0.09,0.0
70000,Évora,PNR,179.0,0.24,0.0
70000,Évora,PPD/PSD,12937.0,17.48,0.0
70000,Évora,PPM,114.0,0.15,0.0
70000,Évora,PS,28371.0,38.33,2.0
70000,Évora,PTP,82.0,0.11,0.0
70000,Évora,PURP,154.0,0.21,0.0
70000,Évora,R.I.R.,334.0,0.45,0.0
70000,Évora,brancos,1680.0,2.27,0.0
70000,Évora,nulos,1047.0,1.41,0.0
80000,Faro,A,1310.0,0.76,0.0
80000,Faro,B.E.,21255.0,12.31,1.0
80000,Faro,CDS-PP,6572.0,3.81,0.0
80000,Faro,CH,3690.0,2.14,0.0
80000,Faro,IL,1424.0,0.82,0.0
80000,Faro,JPP,0.0,0.0,0.0
80000,Faro,L,1704.0,0.99,0.0
80000,Faro,MAS,0.0,0.0,0.0
80000,Faro,MPT,740.0,0.43,0.0
80000,Faro,MRPP,1513.0,0.88,0.0
80000,Faro,NC,733.0,0.42,0.0
80000,Faro,PAN,8238.0,4.77,0.0
80000,Faro,PCP-PEV,12180.0,7.05,0.0
80000,Faro,PDR,359.0,0.21,0.0
80000,Faro,PNR,729.0,0.42,0.0
80000,Faro,PPD/PSD,38516.0,22.3,3.0
80000,Faro,PPM,408.0,0.24,0.0
80000,Faro,PS,63469.0,36.75,5.0
80000,Faro,PTP,356.0,0.21,0.0
80000,Faro,PURP,499.0,0.29,0.0
80000,Faro,R.I.R.,1035.0,0.6,0.0
80000,Faro,brancos,4900.0,2.84,0.0
80000,Faro,nulos,3069.0,1.78,0.0
90000,Guarda,A,406.0,0.53,0.0
90000,Guarda,B.E.,5990.0,7.81,0.0
90000,Guarda,CDS-PP,3823.0,4.99,0.0
90000,Guarda,CH,1135.0,1.48,0.0
90000,Guarda,IL,461.0,0.6,0.0
90000,Guarda,JPP,0.0,0.0,0.0
90000,Guarda,L,373.0,0.49,0.0
90000,Guarda,MAS,0.0,0.0,0.0
90000,Guarda,MPT,122.0,0.16,0.0
90000,Guarda,MRPP,363.0,0.47,0.0
90000,Guarda,NC,118.0,0.15,0.0
90000,Guarda,PAN,1223.0,1.6,0.0
90000,Guarda,PCP-PEV,2295.0,2.99,0.0
90000,Guarda,PDR,103.0,0.13,0.0
90000,Guarda,PNR,165.0,0.22,0.0
90000,Guarda,PPD/PSD,26343.0,34.37,1.0
90000,Guarda,PPM,80.0,0.1,0.0
90000,Guarda,PS,28783.0,37.55,2.0
90000,Guarda,PTP,171.0,0.22,0.0
90000,Guarda,PURP,154.0,0.2,0.0
90000,Guarda,R.I.R.,458.0,0.6,0.0
90000,Guarda,brancos,2026.0,2.64,0.0
90000,Guarda,nulos,2057.0,2.68,0.0
100000,Leiria,A,2183.0,0.98,0.0
100000,Leiria,B.E.,20925.0,9.36,1.0
100000,Leiria,CDS-PP,11905.0,5.32,0.0
100000,Leiria,CH,3321.0,1.49,0.0
100000,Leiria,IL,2054.0,0.92,0.0
100000,Leiria,JPP,217.0,0.1,0.0
100000,Leiria,L,2053.0,0.92,0.0
100000,Leiria,MAS,167.0,0.07,0.0
100000,Leiria,MPT,667.0,0.3,0.0
100000,Leiria,MRPP,1631.0,0.73,0.0
100000,Leiria,NC,583.0,0.26,0.0
100000,Leiria,PAN,6413.0,2.87,0.0
100000,Leiria,PCP-PEV,9537.0,4.26,0.0
100000,Leiria,PDR,546.0,0.24,0.0
100000,Leiria,PNR,622.0,0.28,0.0
100000,Leiria,PPD/PSD,74961.0,33.52,5.0
100000,Leiria,PPM,492.0,0.22,0.0
100000,Leiria,PS,69482.0,31.07,4.0
100000,Leiria,PTP,380.0,0.17,0.0
100000,Leiria,PURP,486.0,0.22,0.0
100000,Leiria,R.I.R.,1653.0,0.74,0.0
100000,Leiria,brancos,8202.0,3.67,0.0
100000,Leiria,nulos,5152.0,2.3,0.0
110000,Lisboa,A,14036.0,1.27,0.0
110000,Lisboa,B.E.,106944.0,9.71,5.0
