código,distrito,partido,votos,% votos,mandatos
10000,Aveiro,B.E.,35327.0,9.6,1.0
10000,Aveiro,CDS-PP,0.0,0.0,0.0
10000,Aveiro,CH,785.0,0.21,0.0
10000,Aveiro,JPP,448.0,0.12,0.0
10000,Aveiro,L,1660.0,0.45,0.0
10000,Aveiro,MPT,1325.0,0.36,0.0
10000,Aveiro,MRPP,3280.0,0.89,0.0
10000,Aveiro,NC,1006.0,0.27,0.0
10000,Aveiro,PAN,3573.0,0.97,0.0
10000,Aveiro,PCP-PEV,16038.0,4.36,0.0
10000,Aveiro,PDR,4548.0,1.24,0.0
10000,Aveiro,PNR,1698.0,0.46,0.0
10000,Aveiro,PPD/PSD,177185.0,48.14,10.0
10000,Aveiro,PPM,1292.0,0.35,0.0
10000,Aveiro,PS,102726.0,27.91,5.0
10000,Aveiro,PTP,1253.0,0.34,0.0
10000,Aveiro,PURP,634.0,0.17,0.0
10000,Aveiro,brancos,9163.0,2.49,0.0
10000,Aveiro,nulos,6130.0,1.67,0.0
20000,Beja,B.E.,6105.0,8.2,0.0
20000,Beja,CDS-PP,0.0,0.0,0.0
20000,Beja,CH,0.0,0.0,0.0
20000,Beja,JPP,88.0,0.12,0.0
20000,Beja,L,271.0,0.36,0.0
20000,Beja,MPT,248.0,0.33,0.0
20000,Beja,MRPP,1945.0,2.61,0.0
20000,Beja,NC,160.0,0.21,0.0
20000,Beja,PAN,608.0,0.82,0.0
20000,Beja,PCP-PEV,18592.0,24.96,1.0
20000,Beja,PDR,351.0,0.47,0.0
20000,Beja,PNR,275.0,0.37,0.0
20000,Beja,PPD/PSD,14980.0,20.11,1.0
20000,Beja,PPM,192.0,0.26,0.0
20000,Beja,PS,27775.0,37.29,1.0
20000,Beja,PTP,193.0,0.26,0.0
20000,Beja,PURP,340.0,0.46,0.0
20000,Beja,brancos,1230.0,1.65,0.0
20000,Beja,nulos,1132.0,1.52,0.0
30000,Braga,B.E.,41745.0,8.8,1.0
30000,Braga,CDS-PP,0.0,0.0,0.0
30000,Braga,CH,993.0,0.21,0.0
30000,Braga,JPP,637.0,0.13,0.0
30000,Braga,L,2333.0,0.49,0.0
30000,Braga,MPT,1604.0,0.34,0.0
30000,Braga,MRPP,5436.0,1.15,0.0
30000,Braga,NC,972.0,0.2,0.0
30000,Braga,PAN,3682.0,0.78,0.0
30000,Braga,PCP-PEV,24632.0,5.19,1.0
30000,Braga,PDR,7500.0,1.58,0.0
30000,Braga,PNR,1836.0,0.39,0.0
30000,Braga,PPD/PSD,216357.0,45.61,10.0
30000,Braga,PPM,884.0,0.19,0.0
30000,Braga,PS,146412.0,30.87,7.0
30000,Braga,PTP,1620.0,0.34,0.0
30000,Braga,PURP,878.0,0.19,0.0
30000,Braga,brancos,10708.0,2.26,0.0
30000,Braga,nulos,6112.0,1.29,0.0
40000,Bragança,B.E.,3858.0,5.54,0.0
40000,Bragança,CDS-PP,0.0,0.0,0.0
40000,Bragança,CH,0.0,0.0,0.0
40000,Bragança,JPP,121.0,0.17,0.0
40000,Bragança,L,251.0,0.36,0.0
40000,Bragança,MPT,223.0,0.32,0.0
40000,Bragança,MRPP,537.0,0.77,0.0
40000,Bragança,NC,160.0,0.23,0.0
40000,Bragança,PAN,386.0,0.55,0.0
40000,Bragança,PCP-PEV,2136.0,3.07,0.0
40000,Bragança,PDR,546.0,0.78,0.0
40000,Bragança,PNR,190.0,0.27,0.0
40000,Bragança,PPD/PSD,34408.0,49.41,2.0
40000,Bragança,PPM,229.0,0.33,0.0
40000,Bragança,PS,23718.0,34.06,1.0
40000,Bragança,PTP,284.0,0.41,0.0
40000,Bragança,PURP,0.0,0.0,0.0
40000,Bragança,brancos,1189.0,1.71,0.0
40000,Bragança,nulos,1408.0,2.02,0.0
50000,Castelo Branco,B.E.,10450.0,10.03,0.0
50000,Castelo Branco,CDS-PP,0.0,0.0,0.0
50000,Castelo Branco,CH,0.0,0.0,0.0
50000,Castelo Branco,JPP,0.0,0.0,0.0
50000,Castelo Branco,L,507.0,0.49,0.0
50000,Castelo Branco,MPT,474.0,0.45,0.0
50000,Castelo Branco,MRPP,1080.0,1.04,0.0
50000,Castelo Branco,NC,267.0,0.26,0.0
50000,Castelo Branco,PAN,860.0,0.83,0.0
50000,Castelo Branco,PCP-PEV,6286.0,6.03,0.0
50000,Castelo Branco,PDR,1086.0,1.04,0.0
50000,Castelo Branco,PNR,508.0,0.49,0.0
50000,Castelo Branco,PPD/PSD,36803.0,35.31,2.0
50000,Castelo Branco,PPM,496.0,0.48,0.0
50000,Castelo Branco,PS,40502.0,38.86,2.0
50000,Castelo Branco,PTP,374.0,0.36,0.0
50000,Castelo Branco,PURP,272.0,0.26,0.0
50000,Castelo Branco,brancos,2091.0,2.01,0.0
50000,Castelo Branco,nulos,2167.0,2.08,0.0
60000,Coimbra,B.E.,21780.0,9.89,1.0
60000,Coimbra,CDS-PP,0.0,0.0,0.0
60000,Coimbra,CH,0.0,0.0,0.0
60000,Coimbra,JPP,272.0,0.12,0.0
60000,Coimbra,L,1292.0,0.59,0.0
60000,Coimbra,MPT,854.0,0.39,0.0
60000,Coimbra,MRPP,1889.0,0.86,0.0
60000,Coimbra,NC,683.0,0.31,0.0
60000,Coimbra,PAN,2165.0,0.98,0.0
60000,Coimbra,PCP-PEV,15476.0,7.03,0.0
60000,Coimbra,PDR,3615.0,1.64,0.0
60000,Coimbra,PNR,1097.0,0.5,0.0
60000,Coimbra,PPD/PSD,81882.0,37.18,4.0
60000,Coimbra,PPM,525.0,0.24,0.0
60000,Coimbra,PS,77684.0,35.28,4.0
60000,Coimbra,PTP,1081.0,0.49,0.0
60000,Coimbra,PURP,451.0,0.2,0.0
60000,Coimbra,brancos,5929.0,2.69,0.0
60000,Coimbra,nulos,3536.0,1.61,0.0
70000,Évora,B.E.,7312.0,8.64,0.0
70000,Évora,CDS-PP,0.0,0.0,0.0
70000,Évora,CH,0.0,0.0,0.0
70000,Évora,JPP,0.0,0.0,0.0
70000,Évora,L,356.0,0.42,0.0
70000,Évora,MPT,242.0,0.29,0.0
70000,Évora,MRPP,1245.0,1.47,0.0
70000,Évora,NC,216.0,0.26,0.0
70000,Évora,PAN,723.0,0.85,0.0
70000,Évora,PCP-PEV,18567.0,21.94,1.0
70000,Évora,PDR,443.0,0.52,0.0
70000,Évora,PNR,280.0,0.33,0.0
70000,Évora,PPD/PSD,20275.0,23.96,1.0
70000,Évora,PPM,363.0,0.43,0.0
70000,Évora,PS,31705.0,37.47,1.0
70000,Évora,PTP,224.0,0.26,0.0
70000,Évora,PURP,166.0,0.2,0.0
70000,Évora,brancos,1421.0,1.68,0.0
70000,Évora,nulos,1079.0,1.28,0.0
80000,Faro,B.E.,26922.0,14.13,1.0
80000,Faro,CDS-PP,0.0,0.0,0.0
80000,Faro,CH,0.0,0.0,0.0
80000,Faro,JPP,0.0,0.0,0.0
80000,Faro,L,1435.0,0.75,0.0
80000,Faro,MPT,1222.0,0.64,0.0
80000,Faro,MRPP,3012.0,1.58,0.0
80000,Faro,NC,1337.0,0.7,0.0
80000,Faro,PAN,3783.0,1.99,0.0
80000,Faro,PCP-PEV,16539.0,8.68,1.0
80000,Faro,PDR,2293.0,1.2,0.0
80000,Faro,PNR,1343.0,0.71,0.0
80000,Faro,PPD/PSD,59950.0,31.47,3.0
80000,Faro,PPM,755.0,0.4,0.0
80000,Faro,PS,62422.0,32.77,4.0
80000,Faro,PTP,1220.0,0.64,0.0
80000,Faro,PURP,886.0,0.47,0.0
80000,Faro,brancos,4286.0,2.25,0.0
80000,Faro,nulos,3079.0,1.62,0.0
90000,Guarda,B.E.,6341.0,7.42,0.0
90000,Guarda,CDS-PP,0.0,0.0,0.0
90000,Guarda,CH,0.0,0.0,0.0
90000,Guarda,JPP,83.0,0.1,0.0
90000,Guarda,L,287.0,0.34,0.0
90000,Guarda,MPT,298.0,0.35,0.0
90000,Guarda,MRPP,689.0,0.81,0.0
90000,Guarda,NC,180.0,0.21,0.0
90000,Guarda,PAN,725.0,0.85,0.0
90000,Guarda,PCP-PEV,3379.0,3.95,0.0
90000,Guarda,PDR,958.0,1.12,0.0
90000,Guarda,PNR,389.0,0.46,0.0
90000,Guarda,PPD/PSD,38964.0,45.59,2.0
90000,Guarda,PPM,211.0,0.25,0.0
90000,Guarda,PS,28868.0,33.78,2.0
90000,Guarda,PTP,277.0,0.32,0.0
90000,Guarda,PURP,144.0,0.17,0.0
90000,Guarda,brancos,1689.0,1.98,0.0
90000,Guarda,nulos,1987.0,2.32,0.0
100000,Leiria,B.E.,23034.0,9.66,1.0
100000,Leiria,CDS-PP,0.0,0.0,0.0
100000,Leiria,CH,0.0,0.0,0.0
100000,Leiria,JPP,371.0,0.16,0.0
100000,Leiria,L,1786.0,0.75,0.0
100000,Leiria,MPT,1189.0,0.5,0.0
100000,Leiria,MRPP,2517.0,1.06,0.0
100000,Leiria,NC,840.0,0.35,0.0
100000,Leiria,PAN,2908.0,1.22,0.0
100000,Leiria,PCP-PEV,12181.0,5.11,0.0
100000,Leiria,PDR,4067.0,1.71,0.0
100000,Leiria,PNR,1073.0,0.45,0.0
100000,Leiria,PPD/PSD,115453.0,48.42,6.0
100000,Leiria,PPM,701.0,0.29,0.0
100000,Leiria,PS,59184.0,24.82,3.0
100000,Leiria,PTP,916.0,0.38,0.0
100000,Leiria,PURP,612.0,0.26,0.0
100000,Leiria,brancos,6902.0,2.89,0.0
100000,Leiria,nulos,4699.0,1.97,0.0
110000,Lisboa,B.E.,125438.0,10.89,5.0
110000,Lisboa,CDS-PP,0.0,0.0,0.0
110000,Lisboa,CH,0.0,0.0,0.0
110000,Lisboa,JPP,1553.0,0.13,0.0
110000,Lisboa,L,14683.0,1.27,0.0
110000,Lisboa,MPT,5078.0,0.44,0.0
110000,Lisboa,MRPP,11083.0,0.96,0.0
110000,Lisboa,NC,3737.0,0.32,0.0
110000,Lisboa,PAN,22628.0,1.96,1.0
110000,Lisboa,PCP-PEV,113406.0,9.84,5.0
110000,Lisboa,PDR,10249.0,0.89,0.0
110000,Lisboa,PNR,7188.0,0.62,0.0
110000,Lisboa,PPD/PSD,399520.0,34.68,18.0
110000,Lisboa,PPM,2820.0,0.24,0.0
110000,Lisboa,PS,386354.0,33.54,18.0
110000,Lisboa,PTP,5026.0,0.44,0.0
110000,Lisboa,PURP,3999.0,0.35,0.0
110000,Lisboa,brancos,22176.0,1.92,0.0
110000,Lisboa,nulos,17112.0,1.49,0.0
120000,Portalegre,B.E.,5427.0,9.2,0.0
120000,Portalegre,CDS-PP,0.0,0.0,0.0
120000,Portalegre,CH,0.0,0.0,0.0
120000,Portalegre,JPP,0.0,0.0,0.0
120000,Portalegre,L,189.0,0.32,0.0
120000,Portalegre,MPT,154.0,0.26,0.0
120000,Portalegre,MRPP,1001.0,1.7,0.0
120000,Portalegre,NC,144.0,0.24,0.0
120000,Portalegre,PAN,464.0,0.79,0.0
120000,Portalegre,PCP-PEV,7184.0,12.18,0.0
120000,Portalegre,PDR,326.0,0.55,0.0
120000,Portalegre,PNR,217.0,0.37,0.0
120000,Portalegre,PPD/PSD,16303.0,27.63,1.0
120000,Portalegre,PPM,187.0,0.32,0.0
120000,Portalegre,PS,25037.0,42.43,1.0
120000,Portalegre,PTP,198.0,0.34,0.0
120000,Portalegre,PURP,147.0,0.25,0.0
120000,Portalegre,brancos,1130.0,1.92,0.0
120000,Portalegre,nulos,896.0,1.52,0.0
130000,Porto,B.E.,106954.0,11.14,5.0
130000,Porto,CDS-PP,0.0,0.0,0.0
130000,Porto,CH,0.0,0.0,0.0
130000,Porto,JPP,1239.0,0.13,0.0
130000,Porto,L,5014.0,0.52,0.0
130000,Porto,MPT,3449.0,0.36,0.0
130000,Porto,MRPP,10290.0,1.07,0.0
130000,Porto,NC,2773.0,0.29,0.0
130000,Porto,PAN,15295.0,1.59,0.0
130000,Porto,PCP-PEV,65560.0,6.83,3.0
130000,Porto,PDR,10702.0,1.11,0.0
130000,Porto,PNR,4750.0,0.49,0.0
130000,Porto,PPD/PSD,380043.0,39.59,17.0
130000,Porto,PPM,2392.0,0.25,0.0
130000,Porto,PS,314084.0,32.72,14.0
130000,Porto,PTP,2788.0,0.29,0.0
130000,Porto,PURP,1611.0,0.17,0.0
130000,Porto,brancos,18902.0,1.97,0.0
130000,Porto,nulos,14073.0,1.47,0.0
140000,Santarém,B.E.,24489.0,10.76,1.0
140000,Santarém,CDS-PP,0.0,0.0,0.0
140000,Santarém,CH,491.0,0.22,0.0
140000,Santarém,JPP,0.0,0.0,0.0
140000,Santarém,L,1236.0,0.54,0.0
140000,Santarém,MPT,1038.0,0.46,0.0
140000,Santarém,MRPP,3060.0,1.34,0.0
140000,Santarém,NC,932.0,0.41,0.0
140000,Santarém,PAN,2715.0,1.19,0.0
140000,Santarém,PCP-PEV,21941.0,9.64,1.0
140000,Santarém,PDR,2377.0,1.04,0.0
140000,Santarém,PNR,1206.0,0.53,0.0
140000,Santarém,PPD/PSD,81544.0,35.82,4.0
140000,Santarém,PPM,822.0,0.36,0.0
140000,Santarém,PS,74905.0,32.91,3.0
140000,Santarém,PTP,928.0,0.41,0.0
140000,Santarém,PURP,827.0,0.36,0.0
140000,Santarém,brancos,5142.0,2.26,0.0
140000,Santarém,nulos,3967.0,1.74,0.0
150000,Setúbal,B.E.,55276.0,13.05,2.0
150000,Setúbal,CDS-PP,0.0,0.0,0.0
150000,Setúbal,CH,0.0,0.0,0.0
150000,Setúbal,JPP,561.0,0.13,0.0
150000,Setúbal,L,4277.0,1.01,0.0
150000,Setúbal,MPT,1584.0,0.37,0.0
150000,Setúbal,MRPP,6721.0,1.59,0.0
150000,Setúbal,NC,1572.0,0.37,0.0
150000,Setúbal,PAN,8167.0,1.93,0.0
150000,Setúbal,PCP-PEV,79606.0,18.8,4.0
150000,Setúbal,PDR,4124.0,0.97,0.0
150000,Setúbal,PNR,2676.0,0.63,0.0
150000,Setúbal,PPD/PSD,95659.0,22.59,5.0
150000,Setúbal,PPM,1024.0,0.24,0.0
150000,Setúbal,PS,145302.0,34.31,7.0
150000,Setúbal,PTP,1807.0,0.43,0.0
150000,Setúbal,PURP,1700.0,0.4,0.0
150000,Setúbal,brancos,7261.0,1.71,0.0
150000,Setúbal,nulos,6183.0,1.46,0.0
160000,Viana do Castelo,B.E.,10225.0,7.96,0.0
160000,Viana do Castelo,CDS-PP,0.0,0.0,0.0
160000,Viana do Castelo,CH,390.0,0.3,0.0
160000,Viana do Castelo,JPP,160.0,0.12,0.0
160000,Viana do Castelo,L,453.0,0.35,0.0
160000,Viana do Castelo,MPT,445.0,0.35,0.0
160000,Viana do Castelo,MRPP,1113.0,0.87,0.0
160000,Viana do Castelo,NC,1037.0,0.81,0.0
160000,Viana do Castelo,PAN,1086.0,0.85,0.0
160000,Viana do Castelo,PCP-PEV,6726.0,5.23,0.0
