código,distrito,partido,votos,% votos,mandatos
160000,Viana do Castelo,PDR,2400.0,1.87,0.0
160000,Viana do Castelo,PNR,559.0,0.44,0.0
160000,Viana do Castelo,PPD/PSD,58509.0,45.54,4.0
160000,Viana do Castelo,PPM,535.0,0.42,0.0
160000,Viana do Castelo,PS,38309.0,29.82,2.0
160000,Viana do Castelo,PTP,959.0,0.75,0.0
160000,Viana do Castelo,PURP,213.0,0.17,0.0
160000,Viana do Castelo,brancos,3228.0,2.51,0.0
160000,Viana do Castelo,nulos,2141.0,1.67,0.0
170000,Vila Real,B.E.,5707.0,5.18,0.0
170000,Vila Real,CDS-PP,0.0,0.0,0.0
170000,Vila Real,CH,0.0,0.0,0.0
170000,Vila Real,JPP,0.0,0.0,0.0
170000,Vila Real,L,383.0,0.35,0.0
170000,Vila Real,MPT,306.0,0.28,0.0
170000,Vila Real,MRPP,1004.0,0.91,0.0
170000,Vila Real,NC,281.0,0.25,0.0
170000,Vila Real,PAN,667.0,0.6,0.0
170000,Vila Real,PCP-PEV,3250.0,2.95,0.0
170000,Vila Real,PDR,806.0,0.73,0.0
170000,Vila Real,PNR,279.0,0.25,0.0
170000,Vila Real,PPD/PSD,56262.0,51.02,3.0
170000,Vila Real,PPM,316.0,0.29,0.0
170000,Vila Real,PS,36461.0,33.06,2.0
170000,Vila Real,PTP,521.0,0.47,0.0
170000,Vila Real,PURP,151.0,0.14,0.0
170000,Vila Real,brancos,1919.0,1.74,0.0
170000,Vila Real,nulos,1960.0,1.78,0.0
180000,Viseu,B.E.,12816.0,6.72,0.0
180000,Viseu,CDS-PP,0.0,0.0,0.0
180000,Viseu,CH,0.0,0.0,0.0
180000,Viseu,JPP,0.0,0.0,0.0
180000,Viseu,L,1003.0,0.53,0.0
180000,Viseu,MPT,679.0,0.36,0.0
180000,Viseu,MRPP,1743.0,0.91,0.0
180000,Viseu,NC,534.0,0.28,0.0
180000,Viseu,PAN,1296.0,0.68,0.0
180000,Viseu,PCP-PEV,6668.0,3.5,0.0
180000,Viseu,PDR,1952.0,1.02,0.0
180000,Viseu,PNR,608.0,0.32,0.0
180000,Viseu,PPD/PSD,97362.0,51.05,6.0
180000,Viseu,PPM,533.0,0.28,0.0
180000,Viseu,PS,56543.0,29.65,3.0
180000,Viseu,PTP,721.0,0.38,0.0
180000,Viseu,PURP,387.0,0.2,0.0
180000,Viseu,brancos,4235.0,2.22,0.0
180000,Viseu,nulos,3632.0,1.9,0.0
300000,Madeira,B.E.,13342.0,10.66,1.0
300000,Madeira,CDS-PP,7536.0,6.02,0.0
300000,Madeira,CH,0.0,0.0,0.0
300000,Madeira,JPP,8671.0,6.93,0.0
300000,Madeira,L,1260.0,1.01,0.0
300000,Madeira,MPT,1705.0,1.36,0.0
300000,Madeira,MRPP,1592.0,1.27,0.0
300000,Madeira,NC,1125.0,0.9,0.0
300000,Madeira,PAN,2206.0,1.76,0.0
300000,Madeira,PCP-PEV,4468.0,3.57,0.0
300000,Madeira,PDR,2144.0,1.71,0.0
300000,Madeira,PNR,784.0,0.63,0.0
300000,Madeira,PPD/PSD,47228.0,37.75,3.0
300000,Madeira,PPM,528.0,0.42,0.0
300000,Madeira,PS,26152.0,20.9,2.0
300000,Madeira,PTP,1748.0,1.4,0.0
300000,Madeira,PURP,0.0,0.0,0.0
300000,Madeira,brancos,1018.0,0.81,0.0
300000,Madeira,nulos,3597.0,2.88,0.0
400000,Açores,B.E.,7330.0,7.81,0.0
400000,Açores,CDS-PP,3654.0,3.9,0.0
400000,Açores,CH,0.0,0.0,0.0
400000,Açores,JPP,0.0,0.0,0.0
400000,Açores,L,332.0,0.35,0.0
400000,Açores,MPT,299.0,0.32,0.0
400000,Açores,MRPP,601.0,0.64,0.0
400000,Açores,NC,766.0,0.82,0.0
400000,Açores,PAN,815.0,0.87,0.0
400000,Açores,PCP-PEV,2320.0,2.47,0.0
400000,Açores,PDR,511.0,0.54,0.0
400000,Açores,PNR,185.0,0.2,0.0
400000,Açores,PPD/PSD,33826.0,36.06,2.0
400000,Açores,PPM,0.0,0.0,0.0
400000,Açores,PS,37869.0,40.37,3.0
400000,Açores,PTP,319.0,0.34,0.0
400000,Açores,PURP,346.0,0.37,0.0
400000,Açores,brancos,3047.0,3.25,0.0
400000,Açores,nulos,1583.0,1.69,0.0
800000,Europa,B.E.,785.0,5.75,0.0
800000,Europa,CDS-PP,0.0,0.0,0.0
800000,Europa,CH,0.0,0.0,0.0
800000,Europa,JPP,28.0,0.21,0.0
800000,Europa,L,249.0,1.82,0.0
800000,Europa,MPT,82.0,0.6,0.0
800000,Europa,MRPP,98.0,0.72,0.0
800000,Europa,NC,86.0,0.63,0.0
800000,Europa,PAN,128.0,0.94,0.0
800000,Europa,PCP-PEV,811.0,5.94,0.0
800000,Europa,PDR,169.0,1.24,0.0
800000,Europa,PNR,45.0,0.33,0.0
800000,Europa,PPD/PSD,5340.0,39.1,1.0
800000,Europa,PPM,40.0,0.29,0.0
800000,Europa,PS,4081.0,29.88,1.0
800000,Europa,PTP,23.0,0.17,0.0
800000,Europa,PURP,96.0,0.7,0.0
800000,Europa,brancos,105.0,0.77,0.0
800000,Europa,nulos,1492.0,10.92,0.0
900000,Fora da Europa,B.E.,229.0,1.56,0.0
900000,Fora da Europa,CDS-PP,0.0,0.0,0.0
900000,Fora da Europa,CH,0.0,0.0,0.0
900000,Fora da Europa,JPP,53.0,0.36,0.0
900000,Fora da Europa,L,83.0,0.56,0.0
900000,Fora da Europa,MPT,98.0,0.67,0.0
900000,Fora da Europa,MRPP,19.0,0.13,0.0
900000,Fora da Europa,NC,2631.0,17.9,0.0
900000,Fora da Europa,PAN,260.0,1.77,0.0
900000,Fora da Europa,PCP-PEV,214.0,1.46,0.0
900000,Fora da Europa,PDR,465.0,3.16,0.0
900000,Fora da Europa,PNR,83.0,0.56,0.0
900000,Fora da Europa,PPD/PSD,7122.0,48.46,2.0
900000,Fora da Europa,PPM,52.0,0.35,0.0
900000,Fora da Europa,PS,1592.0,10.83,0.0
900000,Fora da Europa,PTP,17.0,0.12,0.0
900000,Fora da Europa,PURP,119.0,0.81,0.0
900000,Fora da Europa,brancos,80.0,0.54,0.0
900000,Fora da Europa,nulos,1579.0,10.74,0.0
