código,distrito,partido,votos,% votos,mandatos
170000,Vila Real,CDS-PP,1667.0,1.58,0.0
170000,Vila Real,CH,7573.0,7.19,0.0
170000,Vila Real,IL,1898.0,1.8,0.0
170000,Vila Real,JPP,0.0,0.0,0.0
170000,Vila Real,L,574.0,0.55,0.0
170000,Vila Real,MAS,208.0,0.2,0.0
170000,Vila Real,MPT,62.0,0.06,0.0
170000,Vila Real,MRPP,0.0,0.0,0.0
170000,Vila Real,NC,144.0,0.14,0.0
170000,Vila Real,PAN,812.0,0.77,0.0
170000,Vila Real,PCP-PEV,1775.0,1.69,0.0
170000,Vila Real,PNR,78.0,0.07,0.0
170000,Vila Real,PPD/PSD,42135.0,40.01,2.0
170000,Vila Real,PPM,0.0,0.0,0.0
170000,Vila Real,PS,43489.0,41.29,3.0
170000,Vila Real,PTP,0.0,0.0,0.0
170000,Vila Real,R.I.R.,370.0,0.35,0.0
170000,Vila Real,VP,76.0,0.07,0.0
170000,Vila Real,brancos,940.0,0.89,0.0
170000,Vila Real,nulos,1075.0,1.02,0.0
180000,Viseu,A,0.0,0.0,0.0
180000,Viseu,ADN,188.0,0.1,0.0
180000,Viseu,B.E.,5218.0,2.83,0.0
180000,Viseu,CDS-PP,3788.0,2.05,0.0
180000,Viseu,CH,14373.0,7.79,0.0
180000,Viseu,IL,4658.0,2.53,0.0
180000,Viseu,JPP,0.0,0.0,0.0
180000,Viseu,L,1180.0,0.64,0.0
180000,Viseu,MAS,145.0,0.08,0.0
180000,Viseu,MPT,156.0,0.08,0.0
180000,Viseu,MRPP,0.0,0.0,0.0
180000,Viseu,NC,229.0,0.12,0.0
180000,Viseu,PAN,1671.0,0.91,0.0
180000,Viseu,PCP-PEV,2982.0,1.62,0.0
180000,Viseu,PNR,176.0,0.1,0.0
180000,Viseu,PPD/PSD,67888.0,36.81,4.0
180000,Viseu,PPM,0.0,0.0,0.0
180000,Viseu,PS,76642.0,41.55,4.0
180000,Viseu,PTP,128.0,0.07,0.0
180000,Viseu,R.I.R.,682.0,0.37,0.0
180000,Viseu,VP,289.0,0.16,0.0
180000,Viseu,brancos,2144.0,1.16,0.0
180000,Viseu,nulos,1907.0,1.03,0.0
300000,Madeira,A,0.0,0.0,0.0
300000,Madeira,ADN,550.0,0.43,0.0
300000,Madeira,B.E.,4109.0,3.23,0.0
300000,Madeira,CDS-PP,0.0,0.0,0.0
300000,Madeira,CH,7727.0,6.08,0.0
300000,Madeira,IL,4241.0,3.34,0.0
300000,Madeira,JPP,8721.0,6.86,0.0
300000,Madeira,L,913.0,0.72,0.0
300000,Madeira,MAS,244.0,0.19,0.0
300000,Madeira,MPT,462.0,0.36,0.0
300000,Madeira,MRPP,0.0,0.0,0.0
300000,Madeira,NC,0.0,0.0,0.0
300000,Madeira,PAN,2084.0,1.64,0.0
300000,Madeira,PCP-PEV,2581.0,2.03,0.0
300000,Madeira,PNR,234.0,0.18,0.0
300000,Madeira,PPD/PSD,50634.0,39.83,3.0
300000,Madeira,PPM,260.0,0.2,0.0
300000,Madeira,PS,40004.0,31.47,3.0
300000,Madeira,PTP,689.0,0.54,0.0
300000,Madeira,R.I.R.,554.0,0.44,0.0
300000,Madeira,VP,0.0,0.0,0.0
300000,Madeira,brancos,781.0,0.61,0.0
300000,Madeira,nulos,2323.0,1.83,0.0
400000,Açores,A,0.0,0.0,0.0
400000,Açores,ADN,484.0,0.58,0.0
400000,Açores,B.E.,3589.0,4.27,0.0
400000,Açores,CDS-PP,0.0,0.0,0.0
400000,Açores,CH,4986.0,5.93,0.0
400000,Açores,IL,3454.0,4.11,0.0
400000,Açores,JPP,0.0,0.0,0.0
400000,Açores,L,773.0,0.92,0.0
400000,Açores,MAS,87.0,0.1,0.0
400000,Açores,MPT,150.0,0.18,0.0
400000,Açores,MRPP,321.0,0.38,0.0
400000,Açores,NC,0.0,0.0,0.0
400000,Açores,PAN,1156.0,1.37,0.0
400000,Açores,PCP-PEV,1250.0,1.49,0.0
400000,Açores,PNR,55.0,0.07,0.0
400000,Açores,PPD/PSD,28520.0,33.92,2.0
400000,Açores,PPM,0.0,0.0,0.0
400000,Açores,PS,36025.0,42.84,3.0
400000,Açores,PTP,0.0,0.0,0.0
400000,Açores,R.I.R.,201.0,0.24,0.0
400000,Açores,VP,67.0,0.08,0.0
400000,Açores,brancos,2076.0,2.47,0.0
400000,Açores,nulos,890.0,1.06,0.0
800000,Europa,A,84.0,0.08,0.0
800000,Europa,ADN,262.0,0.24,0.0
800000,Europa,B.E.,2644.0,2.42,0.0
800000,Europa,CDS-PP,1155.0,1.06,0.0
800000,Europa,CH,7756.0,7.09,0.0
800000,Europa,IL,2700.0,2.47,0.0
800000,Europa,JPP,0.0,0.0,0.0
800000,Europa,L,1579.0,1.44,0.0
800000,Europa,MAS,123.0,0.11,0.0
800000,Europa,MPT,610.0,0.56,0.0
800000,Europa,MRPP,522.0,0.48,0.0
800000,Europa,NC,296.0,0.27,0.0
800000,Europa,PAN,2954.0,2.7,0.0
800000,Europa,PCP-PEV,1409.0,1.29,0.0
800000,Europa,PNR,78.0,0.07,0.0
800000,Europa,PPD/PSD,16391.0,14.99,0.0
800000,Europa,PPM,0.0,0.0,0.0
800000,Europa,PS,36069.0,32.98,2.0
800000,Europa,PTP,377.0,0.34,0.0
800000,Europa,R.I.R.,389.0,0.36,0.0
800000,Europa,VP,464.0,0.42,0.0
800000,Europa,brancos,711.0,0.65,0.0
800000,Europa,nulos,32777.0,29.97,0.0
900000,Fora da Europa,A,484.0,0.75,0.0
900000,Fora da Europa,ADN,648.0,1.01,0.0
900000,Fora da Europa,B.E.,1680.0,2.61,0.0
900000,Fora da Europa,CDS-PP,1381.0,2.14,0.0
900000,Fora da Europa,CH,6181.0,9.59,0.0
900000,Fora da Europa,IL,2285.0,3.55,0.0
900000,Fora da Europa,JPP,0.0,0.0,0.0
900000,Fora da Europa,L,642.0,1.0,0.0
900000,Fora da Europa,MAS,72.0,0.11,0.0
900000,Fora da Europa,MPT,532.0,0.83,0.0
900000,Fora da Europa,MRPP,0.0,0.0,0.0
900000,Fora da Europa,NC,621.0,0.96,0.0
900000,Fora da Europa,PAN,2921.0,4.53,0.0
900000,Fora da Europa,PCP-PEV,908.0,1.41,0.0
900000,Fora da Europa,PNR,199.0,0.31,0.0
900000,Fora da Europa,PPD/PSD,24143.0,37.46,1.0
900000,Fora da Europa,PPM,0.0,0.0,0.0
900000,Fora da Europa,PS,19181.0,29.76,1.0
900000,Fora da Europa,PTP,0.0,0.0,0.0
900000,Fora da Europa,R.I.R.,287.0,0.45,0.0
900000,Fora da Europa,VP,319.0,0.5,0.0
900000,Fora da Europa,brancos,568.0,0.88,0.0
900000,Fora da Europa,nulos,1390.0,2.16,0.0
