,código,distrito,partido,votos,% votos,mandatos
0,30000,Braga,B.E.,38898.0,1.38,1.0
1,30000,Braga,CDS-PP,48158.0,0.98,1.0
2,30000,Braga,MEP,1527.0,,0.0
3,30000,Braga,MMS,817.0,,0.0
4,30000,Braga,MPT,0.0,,0.0
5,30000,Braga,MPT-P.H.,1206.0,,0.0
6,30000,Braga,PCP-PEV,23037.0,,0.0
7,30000,Braga,PCTP/MRPP,3793.0,,0.0
8,30000,Braga,PND,3825.0,,0.0
9,30000,Braga,P.N.R.,830.0,,0.0
10,30000,Braga,POUS,382.0,,0.0
11,30000,Braga,PPD/PSD,153448.0,,5.0
12,30000,Braga,PPM,1524.0,,0.0
13,30000,Braga,PPV,808.0,,0.0
14,30000,Braga,PS,207695.0,,8.0
15,30000,Braga,PTP,0.0,,0.0
16,180000,Viseu,B.E.,13971.0,1.59,0.0
17,180000,Viseu,CDS-PP,28867.0,1.75,1.0
18,180000,Viseu,MEP,508.0,,0.0
19,180000,Viseu,MMS,375.0,,0.0
20,180000,Viseu,MPT,0.0,,0.0
21,180000,Viseu,MPT-P.H.,301.0,,0.0
22,180000,Viseu,PCP-PEV,6148.0,,0.0
23,180000,Viseu,PCTP/MRPP,1307.0,,0.0
24,180000,Viseu,PND,509.0,,0.0
25,180000,Viseu,P.N.R.,368.0,,0.0
26,180000,Viseu,POUS,0.0,,0.0
27,180000,Viseu,PPD/PSD,80676.0,,4.0
28,180000,Viseu,PPM,0.0,,0.0
29,180000,Viseu,PPV,351.0,,0.0
30,180000,Viseu,PS,74745.0,,3.0
31,180000,Viseu,PTP,0.0,,0.0
32,50000,Castelo Branco,B.E.,10668.0,1.72,0.0
33,50000,Castelo Branco,CDS-PP,9839.0,1.95,0.0
34,50000,Castelo Branco,MEP,347.0,,0.0
35,50000,Castelo Branco,MMS,502.0,,0.0
36,50000,Castelo Branco,MPT,0.0,,0.0
37,50000,Castelo Branco,MPT-P.H.,353.0,,0.0
38,50000,Castelo Branco,PCP-PEV,5932.0,,0.0
39,50000,Castelo Branco,PCTP/MRPP,1145.0,,0.0
40,50000,Castelo Branco,PND,0.0,,0.0
41,50000,Castelo Branco,P.N.R.,259.0,,0.0
42,50000,Castelo Branco,POUS,0.0,,0.0
43,50000,Castelo Branco,PPD/PSD,34919.0,,2.0
44,50000,Castelo Branco,PPM,395.0,,0.0
45,50000,Castelo Branco,PPV,249.0,,0.0
46,50000,Castelo Branco,PS,48169.0,,2.0
47,50000,Castelo Branco,PTP,400.0,,0.0
48,130000,Porto,B.E.,92929.0,1.51,3.0
49,130000,Porto,CDS-PP,93831.0,1.06,3.0
50,130000,Porto,MEP,3611.0,,0.0
51,130000,Porto,MMS,2231.0,,0.0
52,130000,Porto,MPT,0.0,,0.0
53,130000,Porto,MPT-P.H.,1762.0,,0.0
54,130000,Porto,PCP-PEV,57584.0,,2.0
55,130000,Porto,PCTP/MRPP,7028.0,,0.0
56,130000,Porto,PND,1808.0,,0.0
57,130000,Porto,P.N.R.,1362.0,,0.0
58,130000,Porto,POUS,1358.0,,0.0
59,130000,Porto,PPD/PSD,294186.0,,10.0
60,130000,Porto,PPM,1601.0,,0.0
61,130000,Porto,PPV,2168.0,,0.0
62,130000,Porto,PS,422053.0,,14.0
63,130000,Porto,PTP,0.0,,0.0
64,110000,Lisboa,B.E.,124244.0,1.9,4.0
65,110000,Lisboa,CDS-PP,126088.0,1.36,4.0
66,110000,Lisboa,MEP,8974.0,,0.0
67,110000,Lisboa,MMS,4468.0,,0.0
68,110000,Lisboa,MPT,0.0,,0.0
69,110000,Lisboa,MPT-P.H.,2982.0,,0.0
70,110000,Lisboa,PCP-PEV,114119.0,,4.0
71,110000,Lisboa,PCTP/MRPP,10001.0,,0.0
72,110000,Lisboa,PND,4013.0,,0.0
73,110000,Lisboa,P.N.R.,4542.0,,0.0
74,110000,Lisboa,POUS,849.0,,0.0
75,110000,Lisboa,PPD/PSD,288554.0,,11.0
76,110000,Lisboa,PPM,3218.0,,0.0
77,110000,Lisboa,PPV,0.0,,0.0
78,110000,Lisboa,PS,417542.0,,15.0
79,110000,Lisboa,PTP,1726.0,,0.0
80,70000,Évora,B.E.,10167.0,1.53,0.0
81,70000,Évora,CDS-PP,5858.0,1.12,0.0
82,70000,Évora,MEP,369.0,,0.0
83,70000,Évora,MMS,182.0,,0.0
84,70000,Évora,MPT,0.0,,0.0
85,70000,Évora,MPT-P.H.,154.0,,0.0
86,70000,Évora,PCP-PEV,20413.0,,1.0
87,70000,Évora,PCTP/MRPP,1908.0,,0.0
88,70000,Évora,PND,149.0,,0.0
89,70000,Évora,P.N.R.,151.0,,0.0
90,70000,Évora,POUS,0.0,,0.0
91,70000,Évora,PPD/PSD,17361.0,,1.0
92,70000,Évora,PPM,294.0,,0.0
93,70000,Évora,PPV,0.0,,0.0
94,70000,Évora,PS,32016.0,,1.0
95,70000,Évora,PTP,0.0,,0.0
96,60000,Coimbra,B.E.,25508.0,2.26,1.0
97,60000,Coimbra,CDS-PP,20711.0,1.31,0.0
98,60000,Coimbra,MEP,1071.0,,0.0
99,60000,Coimbra,MMS,455.0,,0.0
100,60000,Coimbra,MPT,0.0,,0.0
101,60000,Coimbra,MPT-P.H.,447.0,,0.0
102,60000,Coimbra,PCP-PEV,13640.0,,0.0
103,60000,Coimbra,PCTP/MRPP,2496.0,,0.0
104,60000,Coimbra,PND,0.0,,0.0
105,60000,Coimbra,P.N.R.,445.0,,0.0
106,60000,Coimbra,POUS,234.0,,0.0
107,60000,Coimbra,PPD/PSD,72418.0,,3.0
108,60000,Coimbra,PPM,711.0,,0.0
109,60000,Coimbra,PPV,0.0,,0.0
110,60000,Coimbra,PS,89805.0,,4.0
111,60000,Coimbra,PTP,538.0,,0.0
112,10000,Aveiro,B.E.,35183.0,1.8,1.0
113,10000,Aveiro,CDS-PP,50687.0,1.26,2.0
114,10000,Aveiro,MEP,1497.0,,0.0
115,10000,Aveiro,MMS,2529.0,,0.0
116,10000,Aveiro,MPT,0.0,,0.0
117,10000,Aveiro,MPT-P.H.,646.0,,0.0
118,10000,Aveiro,PCP-PEV,14975.0,,0.0
119,10000,Aveiro,PCTP/MRPP,2961.0,,0.0
120,10000,Aveiro,PND,912.0,,0.0
121,10000,Aveiro,P.N.R.,654.0,,0.0
122,10000,Aveiro,POUS,0.0,,0.0
123,10000,Aveiro,PPD/PSD,134971.0,,5.0
124,10000,Aveiro,PPM,1013.0,,0.0
125,10000,Aveiro,PPV,756.0,,0.0
126,10000,Aveiro,PS,131787.0,,5.0
127,10000,Aveiro,PTP,0.0,,0.0
128,150000,Setúbal,B.E.,58827.0,1.74,2.0
129,150000,Setúbal,CDS-PP,38378.0,1.45,1.0
130,150000,Setúbal,MEP,1707.0,,0.0
131,150000,Setúbal,MMS,1161.0,,0.0
132,150000,Setúbal,MPT,0.0,,0.0
133,150000,Setúbal,MPT-P.H.,943.0,,0.0
134,150000,Setúbal,PCP-PEV,84203.0,,3.0
135,150000,Setúbal,PCTP/MRPP,5579.0,,0.0
136,150000,Setúbal,PND,1084.0,,0.0
137,150000,Setúbal,P.N.R.,0.0,,0.0
138,150000,Setúbal,POUS,305.0,,0.0
139,150000,Setúbal,PPD/PSD,68740.0,,2.0
140,150000,Setúbal,PPM,1234.0,,0.0
141,150000,Setúbal,PPV,732.0,,0.0
142,150000,Setúbal,PS,142626.0,,6.0
143,150000,Setúbal,PTP,588.0,,0.0
144,80000,Faro,B.E.,31017.0,2.3,1.0
145,80000,Faro,CDS-PP,21596.0,1.37,1.0
146,80000,Faro,MEP,945.0,,0.0
147,80000,Faro,MMS,585.0,,0.0
148,80000,Faro,MPT,0.0,,0.0
149,80000,Faro,MPT-P.H.,763.0,,0.0
150,80000,Faro,PCP-PEV,15638.0,,0.0
151,80000,Faro,PCTP/MRPP,2807.0,,0.0
152,80000,Faro,PND,876.0,,0.0
153,80000,Faro,P.N.R.,877.0,,0.0
154,80000,Faro,POUS,383.0,,0.0
155,80000,Faro,PPD/PSD,52770.0,,2.0
156,80000,Faro,PPM,911.0,,0.0
157,80000,Faro,PPV,868.0,,0.0
158,80000,Faro,PS,64271.0,,3.0
159,80000,Faro,PTP,0.0,,0.0
160,300000,Madeira,B.E.,8446.0,1.13,0.0
161,300000,Madeira,CDS-PP,15244.0,1.68,0.0
162,300000,Madeira,MEP,573.0,,0.0
163,300000,Madeira,MMS,335.0,,0.0
164,300000,Madeira,MPT,2863.0,,0.0
165,300000,Madeira,MPT-P.H.,0.0,,0.0
166,300000,Madeira,PCP-PEV,5701.0,,0.0
167,300000,Madeira,PCTP/MRPP,1458.0,,0.0
168,300000,Madeira,PND,4735.0,,0.0
169,300000,Madeira,P.N.R.,485.0,,0.0
170,300000,Madeira,POUS,0.0,,0.0
171,300000,Madeira,PPD/PSD,66194.0,,4.0
172,300000,Madeira,PPM,722.0,,0.0
173,300000,Madeira,PPV,0.0,,0.0
174,300000,Madeira,PS,26822.0,,1.0
175,300000,Madeira,PTP,0.0,,0.0
176,140000,Santarém,B.E.,29379.0,1.98,1.0
177,140000,Santarém,CDS-PP,27660.0,1.44,1.0
178,140000,Santarém,MEP,960.0,,0.0
179,140000,Santarém,MMS,642.0,,0.0
180,140000,Santarém,MPT,0.0,,0.0
181,140000,Santarém,MPT-P.H.,480.0,,0.0
182,140000,Santarém,PCP-PEV,22848.0,,1.0
183,140000,Santarém,PCTP/MRPP,3399.0,,0.0
184,140000,Santarém,PND,496.0,,0.0
185,140000,Santarém,P.N.R.,590.0,,0.0
186,140000,Santarém,POUS,206.0,,0.0
187,140000,Santarém,PPD/PSD,66516.0,,2.0
188,140000,Santarém,PPM,639.0,,0.0
189,140000,Santarém,PPV,543.0,,0.0
190,140000,Santarém,PS,83123.0,,3.0
191,140000,Santarém,PTP,713.0,,0.0
192,160000,Viana do Castelo,B.E.,12098.0,1.6,0.0
193,160000,Viana do Castelo,CDS-PP,19246.0,1.23,1.0
194,160000,Viana do Castelo,MEP,399.0,,0.0
195,160000,Viana do Castelo,MMS,257.0,,0.0
196,160000,Viana do Castelo,MPT,0.0,,0.0
197,160000,Viana do Castelo,MPT-P.H.,247.0,,0.0
198,160000,Viana do Castelo,PCP-PEV,5934.0,,0.0
199,160000,Viana do Castelo,PCTP/MRPP,1192.0,,0.0
200,160000,Viana do Castelo,PND,1400.0,,0.0
201,160000,Viana do Castelo,P.N.R.,192.0,,0.0
202,160000,Viana do Castelo,POUS,0.0,,0.0
203,160000,Viana do Castelo,PPD/PSD,44327.0,,2.0
204,160000,Viana do Castelo,PPM,513.0,,0.0
205,160000,Viana do Castelo,PPV,372.0,,0.0
