,código,distrito,partido,votos,% votos,mandatos
0,130000,Porto,B.E.,106954.0,11.14,4.0
1,130000,Porto,CDS-PP,0.0,0.0,0.0
2,130000,Porto,CDS-PP.PPM,0.0,0.0,0.0
3,130000,Porto,JPP,1239.0,0.13,0.0
4,130000,Porto,L/TDA,5014.0,0.52,0.0
5,130000,Porto,MPT,3449.0,0.36,0.0
6,130000,Porto,NC,2773.0,0.29,0.0
7,130000,Porto,PAN,15295.0,1.59,0.0
8,130000,Porto,PCP-PEV,65560.0,6.83,2.0
9,130000,Porto,PCTP/MRPP,10290.0,1.07,0.0
10,130000,Porto,PDR,10702.0,1.11,0.0
11,130000,Porto,PNR,4750.0,0.49,0.0
12,130000,Porto,PPD/PSD,0.0,0.0,0.0
13,130000,Porto,PPD/PSD.CDS-PP,380043.0,39.59,14.0
14,130000,Porto,PPM,2392.0,0.25,0.0
15,130000,Porto,PPV/CDC,0.0,0.0,0.0
16,130000,Porto,PS,314084.0,32.72,12.0
17,130000,Porto,PTP,0.0,0.0,0.0
18,130000,Porto,PTP-MAS,2788.0,0.29,0.0
19,130000,Porto,PURP,1611.0,0.17,0.0
20,150000,Setúbal,B.E.,55276.0,13.05,2.0
21,150000,Setúbal,CDS-PP,0.0,0.0,0.0
22,150000,Setúbal,CDS-PP.PPM,0.0,0.0,0.0
23,150000,Setúbal,JPP,561.0,0.13,0.0
24,150000,Setúbal,L/TDA,4277.0,1.01,0.0
25,150000,Setúbal,MPT,1584.0,0.37,0.0
26,150000,Setúbal,NC,1572.0,0.37,0.0
27,150000,Setúbal,PAN,8167.0,1.93,0.0
28,150000,Setúbal,PCP-PEV,79606.0,18.8,3.0
29,150000,Setúbal,PCTP/MRPP,6721.0,1.59,0.0
30,150000,Setúbal,PDR,4124.0,0.97,0.0
31,150000,Setúbal,PNR,2676.0,0.63,0.0
32,150000,Setúbal,PPD/PSD,0.0,0.0,0.0
33,150000,Setúbal,PPD/PSD.CDS-PP,95659.0,22.59,4.0
34,150000,Setúbal,PPM,1024.0,0.24,0.0
